order_id,carrier,tracking_number,shipped_date,estimated_delivery,current_status,last_location
ORD101256,FedEx,UP5967440543,2025-09-04,2025-09-11,In Transit,"Salt Lake City, UT"
ORD101257,FedEx,DH2946630982,2026-05-27,2026-06-02,In Transit,"Minneapolis, MN"
ORD101258,DHL,US6646604164,2026-04-15,2026-04-22,Delivered,"Minneapolis, MN"
ORD101259,UPS,UP9320893980,2025-10-18,2025-10-24,Delivered,"Austin, TX"
ORD101260,UPS,DH2240947236,2026-06-19,2026-06-22,Returned to Sender,"San Diego, CA"
ORD101261,DHL,DH2036959244,2026-02-25,2026-02-27,Delivered,"Phoenix, AZ"
ORD101262,FedEx,UP2383491283,2025-09-11,2025-09-19,Delivered,"Minneapolis, MN"
ORD101263,USPS,DH7833043937,2025-12-26,2026-01-04,Delivered,"Columbus, OH"
ORD101265,USPS,UP4474391129,2026-03-29,2026-04-07,Delivered,"Phoenix, AZ"
ORD101266,FedEx,FE1101473122,2026-03-17,2026-03-25,Delivered,"Nashville, TN"
ORD101267,UPS,UP7523981635,2025-12-25,2025-12-31,Delayed - carrier exception,"Chicago, IL"
ORD101269,FedEx,DH2960059942,2025-07-31,2025-08-08,In Transit,"San Diego, CA"
ORD101271,UPS,US3476078471,2026-02-10,2026-02-13,Out for Delivery,"Salt Lake City, UT"
ORD101272,UPS,US1538139622,2026-06-09,2026-06-12,Delivered,"Portland, OR"
ORD101273,USPS,US6983511846,2026-02-16,2026-02-21,Out for Delivery,"Salt Lake City, UT"
ORD101274,DHL,FE4080983196,2026-06-01,2026-06-08,Delivered,"Phoenix, AZ"
ORD101275,UPS,FE2414191333,2026-03-31,2026-04-07,Returned to Sender,"Phoenix, AZ"
ORD101276,USPS,US1351760717,2026-02-17,2026-02-26,Delivered,"Chicago, IL"
ORD101277,DHL,FE7033909407,2025-08-02,2025-08-08,Delivered,"Raleigh, NC"
ORD101278,UPS,DH9326605893,2025-11-21,2025-11-30,In Transit,"Raleigh, NC"
ORD101279,FedEx,DH8825204457,2025-09-04,2025-09-12,Delivered,"Chicago, IL"
ORD101280,UPS,DH3176444381,2025-09-03,2025-09-11,Delivered,"Columbus, OH"
ORD101281,FedEx,UP3828619106,2026-06-08,2026-06-13,Delivered,"Minneapolis, MN"
ORD101283,UPS,US7935945858,2025-12-02,2025-12-06,Delayed - carrier exception,"Salt Lake City, UT"
ORD101284,UPS,UP5493962474,2026-01-01,2026-01-04,Delivered,"Atlanta, GA"
ORD101285,USPS,FE9202727330,2026-07-29,2026-08-05,Delivered,"San Diego, CA"
ORD101287,FedEx,UP1626009565,2025-08-08,2025-08-16,Delivered,"Boston, MA"
ORD101288,UPS,DH8862274087,2025-09-08,2025-09-17,In Transit,"Portland, OR"
ORD101290,DHL,UP9423722534,2025-09-01,2025-09-06,Returned to Sender,"San Diego, CA"
ORD101292,UPS,US3399252367,2025-08-09,2025-08-13,Returned to Sender,"Columbus, OH"
ORD101293,DHL,US2498667456,2025-10-28,2025-11-06,Delivered,"Chicago, IL"
ORD101294,FedEx,DH5982874026,2025-10-09,2025-10-18,In Transit,"Atlanta, GA"
ORD101296,UPS,UP1742678111,2026-07-17,2026-07-23,In Transit,"San Diego, CA"
ORD101297,UPS,FE2179647263,2025-11-15,2025-11-19,Delivered,"San Diego, CA"
ORD101298,DHL,UP5827405278,2025-11-12,2025-11-20,Delivered,"San Diego, CA"
ORD101300,DHL,US7787271794,2025-08-01,2025-08-04,Delivered,"Boston, MA"
ORD101301,DHL,US9355304132,2026-05-08,2026-05-11,Delivered,"Portland, OR"
ORD101302,FedEx,DH2785427960,2026-04-21,2026-04-28,Delivered,"Nashville, TN"
ORD101303,FedEx,US3354707783,2025-10-01,2025-10-05,Delivered,"Seattle, WA"
ORD101306,FedEx,DH3523555561,2026-04-17,2026-04-19,In Transit,"Chicago, IL"
ORD101307,USPS,UP6240655957,2025-12-09,2025-12-12,Delivered,"Minneapolis, MN"
ORD101309,USPS,US7303877656,2026-01-13,2026-01-18,Out for Delivery,"Austin, TX"
ORD101310,DHL,FE1721068046,2025-12-08,2025-12-15,Returned to Sender,"Miami, FL"
ORD101312,DHL,US8039671116,2025-11-10,2025-11-15,Delivered,"Austin, TX"
ORD101313,DHL,US7494427799,2026-05-31,2026-06-05,Out for Delivery,"Miami, FL"
ORD101314,FedEx,DH6313784767,2026-05-06,2026-05-08,Delivered,"Raleigh, NC"
ORD101315,UPS,DH5876667885,2026-05-26,2026-06-03,Delayed - carrier exception,"Columbus, OH"
ORD101317,USPS,FE9444448824,2026-07-20,2026-07-25,Delivered,"Salt Lake City, UT"
ORD101318,DHL,US5462227155,2026-01-09,2026-01-12,Delivered,"Boston, MA"
ORD101319,UPS,UP1819253670,2025-08-29,2025-09-06,Delivered,"Columbus, OH"
ORD101320,USPS,FE4126931245,2026-01-13,2026-01-20,Delivered,"Seattle, WA"
ORD101322,DHL,US4806328291,2025-12-13,2025-12-16,Delivered,"Atlanta, GA"
ORD101323,DHL,FE7314733688,2026-01-29,2026-01-31,Returned to Sender,"Austin, TX"
ORD101324,UPS,FE3726735744,2026-01-06,2026-01-09,Delivered,"Minneapolis, MN"
ORD101325,FedEx,US6953697809,2025-08-09,2025-08-14,Delivered,"Raleigh, NC"
ORD101326,UPS,DH6724462515,2026-07-22,2026-07-29,Delivered,"Austin, TX"
ORD101327,DHL,FE9715484048,2026-04-08,2026-04-10,Delivered,"Atlanta, GA"
ORD101328,UPS,UP9856518357,2025-12-05,2025-12-07,Returned to Sender,"Seattle, WA"
ORD101330,UPS,US5437408165,2026-03-24,2026-03-26,Out for Delivery,"Chicago, IL"
ORD101332,DHL,FE1685542984,2025-09-07,2025-09-12,Delivered,"Austin, TX"
ORD101334,UPS,UP5561854463,2026-01-10,2026-01-19,Delivered,"Minneapolis, MN"
ORD101335,DHL,DH7784286788,2026-07-20,2026-07-26,Returned to Sender,"Atlanta, GA"
ORD101336,USPS,DH7990605521,2025-12-16,2025-12-24,Delivered,"Salt Lake City, UT"
ORD101337,USPS,FE2896308983,2025-10-30,2025-11-08,In Transit,"Portland, OR"
ORD101339,UPS,DH9895739751,2025-10-11,2025-10-15,Delivered,"Miami, FL"
ORD101340,USPS,DH3213244110,2025-12-09,2025-12-17,Delivered,"Austin, TX"
ORD101341,FedEx,UP9575798563,2026-07-20,2026-07-25,In Transit,"Salt Lake City, UT"
ORD101342,FedEx,US3388708199,2026-01-31,2026-02-03,Delivered,"Columbus, OH"
ORD101344,USPS,FE2223985186,2025-09-23,2025-09-25,Delivered,"Portland, OR"
ORD101345,FedEx,FE1289367558,2026-05-23,2026-05-29,Delivered,"Boston, MA"
ORD101346,USPS,DH3691732167,2026-05-19,2026-05-26,Delivered,"Raleigh, NC"
ORD101348,DHL,US4264535818,2026-06-05,2026-06-12,In Transit,"Columbus, OH"
ORD101349,UPS,DH2252931004,2026-07-05,2026-07-12,Delivered,"Minneapolis, MN"
ORD101351,FedEx,DH3823078593,2026-02-11,2026-02-20,Delayed - carrier exception,"Minneapolis, MN"
ORD101352,FedEx,UP8717900667,2026-01-01,2026-01-03,Delivered,"Miami, FL"
ORD101353,UPS,US6340733932,2025-12-25,2026-01-02,Delivered,"Chicago, IL"
ORD101354,FedEx,US1712727648,2026-05-31,2026-06-07,Out for Delivery,"Minneapolis, MN"
ORD101355,USPS,FE1670859500,2026-05-23,2026-05-28,Delivered,"Raleigh, NC"
ORD101356,DHL,FE6505786272,2025-12-14,2025-12-18,Delivered,"Nashville, TN"
ORD101357,DHL,FE1774115211,2026-06-09,2026-06-14,Delivered,"Salt Lake City, UT"
ORD101358,UPS,DH7952088903,2026-03-23,2026-03-27,Delivered,"Columbus, OH"
ORD101359,DHL,US5150983544,2026-04-27,2026-05-03,Delivered,"Salt Lake City, UT"
ORD101360,FedEx,UP6373725127,2025-09-28,2025-10-07,Returned to Sender,"Phoenix, AZ"
ORD101361,UPS,DH8168642999,2026-06-05,2026-06-11,Delayed - carrier exception,"Portland, OR"
ORD101362,FedEx,US5156671104,2025-09-05,2025-09-11,Delivered,"Miami, FL"
ORD101363,DHL,FE7600916807,2025-10-08,2025-10-12,Delivered,"Minneapolis, MN"
ORD101364,FedEx,UP5356540980,2025-12-23,2025-12-27,Delivered,"Raleigh, NC"
ORD101365,DHL,DH6289882695,2026-05-13,2026-05-20,Out for Delivery,"Miami, FL"
ORD101366,UPS,FE5029287625,2025-12-31,2026-01-04,In Transit,"Phoenix, AZ"
ORD101367,USPS,UP4824931714,2026-07-28,2026-08-03,Delivered,"Boston, MA"
ORD101368,UPS,DH4714604888,2025-12-24,2025-12-29,Delivered,"Nashville, TN"
ORD101369,DHL,DH5879873227,2025-08-08,2025-08-17,In Transit,"Salt Lake City, UT"
ORD101371,FedEx,DH3306156810,2025-08-04,2025-08-07,In Transit,"San Diego, CA"
ORD101373,FedEx,UP8627643441,2025-10-06,2025-10-15,Delivered,"Chicago, IL"
ORD101376,FedEx,US6521133946,2026-07-25,2026-08-03,Delivered,"Miami, FL"
ORD101377,DHL,DH4204521655,2025-11-28,2025-12-04,In Transit,"San Diego, CA"
ORD101378,DHL,FE9635321409,2025-11-01,2025-11-10,In Transit,"Salt Lake City, UT"
ORD101379,FedEx,DH2772019437,2025-11-30,2025-12-08,Out for Delivery,"Atlanta, GA"
ORD101380,FedEx,FE3142325579,2026-01-12,2026-01-17,Returned to Sender,"Columbus, OH"
ORD101381,FedEx,FE5797340931,2025-10-12,2025-10-19,Delivered,"Salt Lake City, UT"
ORD101382,UPS,DH6931227872,2026-03-22,2026-03-31,Delivered,"Portland, OR"
ORD101383,USPS,US6766437294,2026-06-14,2026-06-21,Delivered,"Columbus, OH"
ORD101384,FedEx,UP7976167764,2026-07-19,2026-07-25,Delivered,"Salt Lake City, UT"
ORD101387,UPS,FE3855341792,2025-09-17,2025-09-21,Delivered,"Austin, TX"
ORD101388,UPS,UP9555645444,2026-06-14,2026-06-21,Delivered,"Raleigh, NC"
ORD101389,UPS,FE4870531044,2025-08-04,2025-08-10,Delivered,"Denver, CO"
ORD101390,DHL,US1380279124,2026-07-03,2026-07-05,Delivered,"Atlanta, GA"
ORD101391,USPS,UP6870746828,2025-10-17,2025-10-20,Delivered,"Chicago, IL"
ORD101392,USPS,UP1500351882,2026-06-03,2026-06-12,In Transit,"Chicago, IL"
ORD101393,USPS,FE3587038585,2026-06-13,2026-06-16,Delivered,"Atlanta, GA"
ORD101395,USPS,DH3990114705,2026-05-20,2026-05-25,Delivered,"Chicago, IL"
ORD101396,DHL,FE3814039537,2025-11-29,2025-12-02,Returned to Sender,"Salt Lake City, UT"
ORD101398,USPS,DH3117817163,2025-08-16,2025-08-22,Delivered,"Columbus, OH"
ORD101399,DHL,UP1971064833,2026-03-31,2026-04-07,Delivered,"San Diego, CA"
ORD101400,FedEx,US7923708521,2025-10-01,2025-10-04,Returned to Sender,"Denver, CO"
ORD101401,DHL,DH4073965834,2025-09-01,2025-09-07,Delivered,"Boston, MA"
ORD101403,UPS,FE7039672408,2025-08-13,2025-08-18,Delivered,"Atlanta, GA"
ORD101404,DHL,US7776469773,2025-12-30,2026-01-03,In Transit,"Chicago, IL"
ORD101405,DHL,FE5139726863,2026-01-13,2026-01-16,Delivered,"Salt Lake City, UT"
ORD101406,DHL,UP1072988536,2025-10-25,2025-11-03,In Transit,"Chicago, IL"
ORD101407,DHL,US5717011924,2026-02-27,2026-03-07,Delivered,"San Diego, CA"
ORD101408,DHL,DH2716422919,2025-09-15,2025-09-19,Delivered,"Columbus, OH"
ORD101409,DHL,UP3336677529,2026-04-20,2026-04-23,Delivered,"Phoenix, AZ"
ORD101410,DHL,FE4692588067,2026-07-25,2026-07-28,Delivered,"Atlanta, GA"
ORD101412,USPS,UP7441728825,2026-01-22,2026-01-27,Delivered,"Boston, MA"
ORD101413,DHL,DH1123103275,2025-08-15,2025-08-22,Delivered,"Raleigh, NC"
ORD101414,DHL,US3950595360,2025-09-13,2025-09-21,Delivered,"Minneapolis, MN"
ORD101415,DHL,FE3514604433,2026-03-15,2026-03-22,In Transit,"Nashville, TN"
ORD101416,FedEx,UP2168274876,2026-06-06,2026-06-12,Delivered,"Nashville, TN"
ORD101419,USPS,DH5855162519,2025-12-25,2026-01-03,Delivered,"Nashville, TN"
ORD101420,UPS,UP5992067081,2025-08-05,2025-08-12,In Transit,"Columbus, OH"
ORD101421,USPS,US7221138169,2026-04-22,2026-04-25,Delivered,"Seattle, WA"
ORD101422,USPS,UP6210943992,2025-08-22,2025-08-27,Delivered,"Phoenix, AZ"
ORD101423,USPS,DH8348583061,2026-03-29,2026-04-02,Delivered,"Boston, MA"
ORD101424,FedEx,DH1518923223,2026-01-21,2026-01-27,Delayed - carrier exception,"Denver, CO"
ORD101425,UPS,FE7259814068,2025-09-09,2025-09-12,Delivered,"Denver, CO"
ORD101426,DHL,DH1020323211,2026-01-03,2026-01-12,Delivered,"Atlanta, GA"
ORD101427,UPS,UP7039492518,2025-09-30,2025-10-02,Returned to Sender,"Miami, FL"
ORD101428,UPS,US2972997240,2025-09-01,2025-09-06,In Transit,"Miami, FL"
ORD101429,FedEx,DH6351388960,2026-07-10,2026-07-19,Delayed - carrier exception,"Austin, TX"
ORD101430,UPS,US7462238078,2026-04-29,2026-05-01,Delivered,"Columbus, OH"
ORD101432,DHL,UP7129221148,2026-01-25,2026-02-02,Out for Delivery,"Phoenix, AZ"
ORD101433,DHL,US1173337025,2025-12-21,2025-12-27,In Transit,"Portland, OR"
ORD101434,DHL,US2483109185,2025-10-06,2025-10-11,Delivered,"Seattle, WA"
ORD101436,UPS,US7292059685,2025-12-11,2025-12-15,Delivered,"Raleigh, NC"
ORD101437,USPS,UP4997341474,2025-10-03,2025-10-05,Delivered,"Austin, TX"
ORD101438,UPS,DH6236063884,2026-03-12,2026-03-20,Delivered,"Seattle, WA"
ORD101440,FedEx,UP8486401143,2026-07-23,2026-07-29,Delivered,"Salt Lake City, UT"
ORD101441,USPS,US1354289787,2025-11-07,2025-11-12,In Transit,"Miami, FL"
ORD101442,FedEx,DH9372942365,2026-05-09,2026-05-16,Delivered,"Minneapolis, MN"
ORD101443,UPS,FE6874008099,2026-05-04,2026-05-10,Delivered,"Atlanta, GA"
ORD101444,DHL,UP7882834500,2025-11-21,2025-11-25,Delivered,"Raleigh, NC"
ORD101445,DHL,DH1907212585,2026-06-13,2026-06-15,Returned to Sender,"Chicago, IL"
ORD101447,FedEx,DH8070514125,2026-02-03,2026-02-11,Delivered,"Raleigh, NC"
ORD101448,UPS,US4138389137,2026-04-12,2026-04-20,Delayed - carrier exception,"Chicago, IL"
ORD101449,DHL,UP7192338693,2025-11-03,2025-11-10,Delivered,"Columbus, OH"
ORD101450,USPS,US6523313458,2026-03-01,2026-03-03,Delivered,"Chicago, IL"
ORD101451,FedEx,FE3844069730,2026-07-05,2026-07-07,In Transit,"Seattle, WA"
ORD101452,DHL,UP4551206463,2025-11-13,2025-11-21,Out for Delivery,"Raleigh, NC"
ORD101453,DHL,FE4422866795,2025-11-14,2025-11-17,Delivered,"Boston, MA"
ORD101454,DHL,UP4203550467,2026-06-06,2026-06-08,Delivered,"San Diego, CA"
ORD101455,DHL,DH4414324721,2026-03-18,2026-03-24,In Transit,"Denver, CO"
ORD101456,FedEx,FE6521455884,2026-06-04,2026-06-11,Delivered,"Raleigh, NC"
ORD101457,DHL,FE2398363671,2025-12-17,2025-12-22,Delivered,"Miami, FL"
ORD101458,DHL,DH9978933612,2025-08-17,2025-08-23,In Transit,"San Diego, CA"
ORD101459,DHL,US3658454378,2026-05-04,2026-05-06,Delivered,"Columbus, OH"
ORD101460,DHL,UP6249701362,2025-10-21,2025-10-29,In Transit,"Atlanta, GA"
ORD101461,USPS,DH2940781542,2026-01-30,2026-02-02,Delivered,"Raleigh, NC"
ORD101462,USPS,FE6205232174,2025-08-24,2025-08-26,In Transit,"Salt Lake City, UT"
ORD101463,UPS,FE8784583882,2025-12-20,2025-12-23,Out for Delivery,"Seattle, WA"
ORD101465,UPS,UP6225579412,2026-07-25,2026-08-01,Delivered,"Miami, FL"
ORD101466,FedEx,UP7812337613,2026-03-02,2026-03-04,In Transit,"Minneapolis, MN"
ORD101467,FedEx,US3400614333,2025-11-07,2025-11-16,Delivered,"Denver, CO"
ORD101468,USPS,US9997479259,2026-07-01,2026-07-03,In Transit,"Salt Lake City, UT"
ORD101469,FedEx,FE8052380953,2026-05-23,2026-05-26,In Transit,"Portland, OR"
ORD101470,UPS,FE4274509589,2026-06-01,2026-06-06,In Transit,"Chicago, IL"
ORD101471,UPS,DH5324624259,2025-10-24,2025-10-31,Delivered,"Boston, MA"
ORD101472,USPS,DH3893838277,2026-07-20,2026-07-23,Returned to Sender,"Boston, MA"
ORD101473,UPS,UP1840383636,2026-05-12,2026-05-16,Delivered,"Nashville, TN"
ORD101475,FedEx,DH3719856191,2026-07-07,2026-07-10,Out for Delivery,"Nashville, TN"
ORD101476,FedEx,UP8699186387,2026-05-07,2026-05-10,Delivered,"Seattle, WA"
ORD101477,DHL,FE2102322122,2026-02-23,2026-02-26,Delivered,"San Diego, CA"
ORD101478,DHL,FE8474112484,2025-11-29,2025-12-01,Delivered,"Nashville, TN"
ORD101479,USPS,FE7387095561,2025-08-18,2025-08-23,Delivered,"Raleigh, NC"
ORD101480,DHL,UP7586993884,2025-09-11,2025-09-20,In Transit,"Salt Lake City, UT"
ORD101481,DHL,FE8353842159,2026-02-16,2026-02-20,Delivered,"Miami, FL"
ORD101482,DHL,DH6109469107,2026-05-26,2026-05-30,Delivered,"Minneapolis, MN"
ORD101483,DHL,US1192436936,2025-12-16,2025-12-25,Delivered,"San Diego, CA"
ORD101484,FedEx,FE7532640495,2026-04-13,2026-04-21,Delivered,"Nashville, TN"
ORD101485,UPS,FE7983348073,2026-06-14,2026-06-16,Delivered,"Phoenix, AZ"
ORD101487,FedEx,FE3596443270,2026-02-27,2026-03-03,Out for Delivery,"San Diego, CA"
ORD101491,FedEx,FE5123658767,2025-11-26,2025-11-29,Returned to Sender,"Miami, FL"
ORD101492,UPS,US7328511406,2026-02-13,2026-02-21,Returned to Sender,"Minneapolis, MN"
ORD101493,DHL,UP6646023204,2025-10-04,2025-10-09,In Transit,"San Diego, CA"
ORD101495,DHL,UP6420230636,2025-11-05,2025-11-09,Delivered,"Miami, FL"
ORD101496,UPS,FE7982623683,2026-02-12,2026-02-21,Delivered,"Denver, CO"
ORD101497,FedEx,FE5648011530,2026-07-16,2026-07-24,Delivered,"Seattle, WA"
ORD101499,UPS,UP9886835080,2026-01-30,2026-02-05,Delivered,"Salt Lake City, UT"
ORD101500,FedEx,FE4221248149,2025-09-20,2025-09-29,Delivered,"Austin, TX"
ORD101502,UPS,FE3537309627,2026-03-01,2026-03-09,Delayed - carrier exception,"Austin, TX"
ORD101503,UPS,UP1504765618,2025-11-21,2025-11-23,Delivered,"Salt Lake City, UT"
ORD101505,DHL,US5322359258,2025-11-14,2025-11-23,In Transit,"San Diego, CA"
ORD101506,UPS,UP1664238631,2026-02-14,2026-02-22,Delivered,"San Diego, CA"
ORD101507,USPS,DH5869046804,2026-07-18,2026-07-22,Delayed - carrier exception,"Portland, OR"
ORD101508,FedEx,DH9446578647,2025-11-20,2025-11-24,In Transit,"Raleigh, NC"
ORD101509,USPS,US1393300234,2026-05-07,2026-05-13,Delivered,"Chicago, IL"
ORD101510,FedEx,DH5376473247,2026-03-10,2026-03-15,Delivered,"Portland, OR"
ORD101511,USPS,US2108140123,2025-11-24,2025-12-01,Out for Delivery,"Salt Lake City, UT"
ORD101512,DHL,UP7394609945,2026-04-13,2026-04-20,Delivered,"Columbus, OH"
ORD101513,USPS,FE7380286774,2026-04-10,2026-04-13,Delivered,"Chicago, IL"
ORD101514,DHL,DH4672048069,2026-05-28,2026-06-03,Returned to Sender,"Seattle, WA"
ORD101515,FedEx,UP3619026239,2026-06-06,2026-06-09,Delivered,"Denver, CO"
ORD101516,FedEx,US3592909888,2025-08-01,2025-08-05,Delivered,"Minneapolis, MN"
ORD101517,FedEx,DH6930877646,2026-04-26,2026-05-05,In Transit,"Chicago, IL"
ORD101518,UPS,DH6073233675,2026-03-19,2026-03-23,Out for Delivery,"Minneapolis, MN"
ORD101519,USPS,DH8067816229,2025-10-27,2025-11-02,In Transit,"Salt Lake City, UT"
ORD101520,FedEx,DH8198053217,2026-03-16,2026-03-22,Delivered,"Raleigh, NC"
ORD101521,FedEx,FE7544437048,2025-11-03,2025-11-11,In Transit,"Minneapolis, MN"
ORD101522,UPS,UP7399510866,2025-11-10,2025-11-14,Delivered,"Boston, MA"
ORD101523,USPS,DH4197953444,2026-01-27,2026-02-02,Out for Delivery,"Nashville, TN"
ORD101525,DHL,US4773107140,2026-02-04,2026-02-10,In Transit,"Raleigh, NC"
ORD101527,FedEx,UP6926087933,2025-11-27,2025-12-02,Delivered,"Seattle, WA"
ORD101528,FedEx,DH1938121407,2025-08-22,2025-08-25,Delivered,"Phoenix, AZ"
ORD101529,DHL,UP6989624736,2025-08-15,2025-08-24,Delivered,"Raleigh, NC"
ORD101530,DHL,US5773681586,2025-12-15,2025-12-20,Delivered,"Nashville, TN"
ORD101532,USPS,US7277025379,2026-03-12,2026-03-15,Out for Delivery,"Boston, MA"
ORD101533,USPS,DH6889279681,2025-11-12,2025-11-17,Delivered,"Salt Lake City, UT"
ORD101534,DHL,DH6730002377,2026-04-28,2026-04-30,Delivered,"San Diego, CA"
ORD101535,DHL,FE4705248398,2026-04-03,2026-04-08,Returned to Sender,"Salt Lake City, UT"
ORD101536,FedEx,UP6362096925,2025-11-06,2025-11-12,In Transit,"Raleigh, NC"
ORD101537,USPS,FE4807263862,2026-03-16,2026-03-24,Delivered,"Nashville, TN"
ORD101538,USPS,UP4459727657,2025-08-22,2025-08-28,Delivered,"Portland, OR"
ORD101539,USPS,US3663700358,2026-01-28,2026-01-30,Out for Delivery,"Nashville, TN"
ORD101541,USPS,FE9164733135,2026-02-17,2026-02-23,Delivered,"Atlanta, GA"
ORD101542,USPS,UP1232293617,2025-08-13,2025-08-15,Delivered,"Nashville, TN"
ORD101543,DHL,US2051516118,2025-11-13,2025-11-18,Delivered,"Phoenix, AZ"
ORD101545,UPS,FE3221266294,2025-11-14,2025-11-19,Delivered,"Denver, CO"
ORD101546,USPS,DH7512052178,2026-01-02,2026-01-08,In Transit,"Miami, FL"
ORD101547,FedEx,US4685173415,2026-04-07,2026-04-14,Delayed - carrier exception,"Chicago, IL"
ORD101548,USPS,US8071755069,2025-10-15,2025-10-22,In Transit,"Seattle, WA"
ORD101549,DHL,US8924068862,2026-04-29,2026-05-02,Delivered,"Columbus, OH"
ORD101550,FedEx,US4165795554,2026-03-22,2026-03-28,Delayed - carrier exception,"Columbus, OH"
ORD101551,DHL,US6198328080,2026-07-01,2026-07-10,Delivered,"Salt Lake City, UT"
ORD101553,USPS,FE1541986351,2026-03-13,2026-03-17,Returned to Sender,"Phoenix, AZ"
ORD101554,USPS,US9129115990,2025-12-26,2025-12-28,In Transit,"San Diego, CA"
ORD101555,DHL,DH1504284393,2026-05-09,2026-05-16,Delivered,"Minneapolis, MN"
ORD101558,FedEx,DH1212280102,2026-04-04,2026-04-09,Returned to Sender,"Atlanta, GA"
ORD101559,DHL,UP6169153467,2026-01-20,2026-01-24,Returned to Sender,"Denver, CO"
ORD101560,DHL,FE2261445271,2026-07-26,2026-07-29,Returned to Sender,"Austin, TX"
ORD101561,DHL,FE5146905025,2026-02-05,2026-02-13,Delivered,"Miami, FL"
ORD101562,FedEx,US1336205289,2025-08-20,2025-08-22,In Transit,"Denver, CO"
ORD101563,UPS,UP2861563771,2025-11-14,2025-11-19,Delivered,"Raleigh, NC"
ORD101564,USPS,US8541623304,2025-11-04,2025-11-09,Returned to Sender,"Miami, FL"
ORD101567,UPS,UP8566123736,2025-12-21,2025-12-30,Delivered,"Raleigh, NC"
ORD101568,USPS,US6019806325,2026-02-26,2026-03-07,Delivered,"Portland, OR"
ORD101572,UPS,UP5880811127,2025-12-17,2025-12-21,Delivered,"Nashville, TN"
ORD101573,DHL,FE7071682436,2025-10-10,2025-10-16,Delivered,"Austin, TX"
ORD101575,USPS,US4155773059,2026-07-17,2026-07-19,Delivered,"Salt Lake City, UT"
ORD101576,FedEx,US2765604607,2026-06-29,2026-07-03,Delivered,"Portland, OR"
ORD101577,DHL,DH6368966828,2026-01-29,2026-02-02,Delivered,"Denver, CO"
ORD101578,FedEx,US7050955723,2025-10-11,2025-10-18,In Transit,"Raleigh, NC"
ORD101579,UPS,UP9285543397,2025-11-24,2025-11-30,Delivered,"Chicago, IL"
ORD101580,DHL,FE5458864617,2026-07-29,2026-08-01,Delivered,"San Diego, CA"
ORD101582,FedEx,US6220828196,2026-05-25,2026-06-02,Delivered,"Denver, CO"
ORD101583,UPS,FE2838704346,2025-11-09,2025-11-16,Delivered,"Denver, CO"
ORD101584,DHL,UP1665709556,2025-10-18,2025-10-21,Delivered,"Atlanta, GA"
ORD101586,USPS,FE5920081684,2026-01-26,2026-02-03,Delivered,"Phoenix, AZ"
ORD101588,DHL,FE5306737103,2026-04-01,2026-04-09,Delivered,"Miami, FL"
ORD101589,UPS,FE6886576605,2025-09-05,2025-09-10,Returned to Sender,"Minneapolis, MN"
ORD101591,USPS,FE3463322910,2025-10-14,2025-10-21,Delivered,"Raleigh, NC"
ORD101593,DHL,UP4281152975,2026-01-10,2026-01-15,Delivered,"Chicago, IL"
ORD101594,USPS,UP2928325698,2026-07-29,2026-08-01,Delivered,"Boston, MA"
ORD101595,UPS,UP3021644254,2025-09-19,2025-09-23,Delivered,"Miami, FL"
ORD101596,USPS,FE4176114204,2026-05-04,2026-05-11,Delivered,"Austin, TX"
ORD101597,DHL,UP3793704584,2025-12-01,2025-12-04,Out for Delivery,"Minneapolis, MN"
ORD101598,DHL,US8473461317,2026-02-09,2026-02-15,In Transit,"Austin, TX"
ORD101600,FedEx,UP8119544038,2025-11-02,2025-11-06,Delivered,"Boston, MA"
ORD101601,FedEx,US3386915852,2025-10-02,2025-10-04,Returned to Sender,"Columbus, OH"
ORD101602,DHL,DH4371097381,2025-08-27,2025-09-05,Delivered,"Portland, OR"
ORD101603,DHL,US2864076475,2026-05-28,2026-06-04,Delivered,"Boston, MA"
ORD101604,FedEx,UP6877211431,2025-11-11,2025-11-13,Returned to Sender,"Phoenix, AZ"
